Idx,numbers,categorys,times,dates
13337,9,9,2,5
1334,13,12,1,5
13340,24,15,3,285
13345,11,10,1,5
13352,10,10,2,13
13353,18,12,3,3
13354,15,12,1,1
13356,9,9,1,14
1336,11,11,1,8
13362,9,9,1,31
13365,9,9,1,9
13366,9,9,1,54
13368,16,15,2,1
1337,34,12,3,8
13371,9,9,1,1
13374,15,13,2,20
13377,13,12,2,20
13385,10,9,1,5
13388,11,11,2,13
13396,9,9,1,1
1340,11,11,1,9
13403,9,9,1,5
13407,12,9,2,4
13408,10,10,1,4
13417,9,9,1,14
13419,9,9,1,4
13424,9,9,1,5
13425,15,13,2,5
13426,12,12,2,6
13428,9,9,1,15
13433,13,13,3,7
13435,11,11,1,14
13439,12,11,2,24
1344,12,11,2,0
13441,10,10,2,5
13442,29,11,7,5
13448,9,9,1,14
1345,11,11,1,8
13452,9,9,1,6
13453,9,9,1,7
13454,10,9,1,26
13455,9,9,1,5
13459,15,13,2,13
13464,12,10,1,13
13466,9,9,1,6
13469,9,9,1,10
13470,18,16,3,106
13475,9,9,1,4
13476,9,9,1,6
13477,9,9,1,5
13478,11,10,1,15
13480,9,9,1,4
13482,10,10,1,5
13486,12,11,2,4
13487,9,9,1,4
1349,31,11,1,5
13492,13,10,2,5
13495,15,11,2,72
13499,9,9,1,6
13501,9,9,1,42
13505,9,9,1,9
13508,9,9,1,4
1351,32,25,2,293
13515,9,9,1,5
13516,9,9,1,3
13519,18,12,2,5
13522,9,9,1,4
13523,9,9,1,5
13524,9,9,1,38
13525,8,8,1,5
13526,9,9,1,13
13529,9,9,1,5
13535,9,9,1,28
13538,9,9,1,11
13539,9,9,1,9
1354,11,11,1,11
13543,9,9,1,11
13549,9,9,1,11
1355,34,12,2,4
13553,12,11,2,58
13555,10,10,2,8
13557,18,9,1,6
13562,9,9,1,14
13567,11,10,1,14
13568,9,9,1,7
13569,11,10,1,5
13570,9,9,1,11
13573,8,8,1,4
13578,9,9,1,6
1358,22,12,1,12
13581,9,9,1,11
13591,11,11,2,34
13595,9,9,1,3
13599,33,17,3,13
13606,9,9,2,7
13607,18,12,2,5
13609,8,8,1,10
13612,24,14,3,8
13613,10,9,2,1
1362,11,11,1,7
13620,9,9,1,4
13629,12,11,2,56
13630,10,10,1,13
13631,11,10,3,15
13636,9,9,1,6
13637,9,9,1,3
13640,10,10,2,4
13646,10,10,1,10
13648,11,10,2,14
13649,9,9,1,6
1365,12,12,1,4
13650,10,9,2,5
13652,9,9,1,14
13655,9,9,1,5
13658,15,10,2,6
13659,9,9,1,6
1366,11,11,1,14
13660,9,9,1,6
13662,9,9,1,4
13663,9,9,1,11
13667,9,9,1,4
13676,16,12,4,37
13678,10,9,1,47
1368,10,8,3,42
13681,9,9,1,5
13682,13,13,2,0
13686,9,9,1,5
13689,11,11,1,3
1369,16,13,2,4
13690,16,13,3,3
13691,12,11,1,154
13693,9,9,1,6
13694,9,9,1,5
13696,9,9,1,8
137,11,11,1,7
13700,8,8,1,3
13703,8,8,1,5
13708,10,10,2,0
1371,26,12,2,0
13711,8,8,1,5
13714,9,9,1,3
13720,9,9,1,13
13725,19,16,2,412
13727,18,15,2,557
13728,9,9,1,5
1373,12,11,2,2
13731,12,11,3,2
13732,10,10,1,6
13733,10,10,2,4
13736,9,9,1,5
13741,9,9,1,3
13746,9,9,1,10
13747,36,14,8,86
1375,11,11,1,7
13758,11,11,2,2
13761,18,9,1,12
13763,9,9,1,5
13767,9,9,1,4
13769,11,11,1,5
1377,13,11,2,1
13770,19,15,3,71
13771,18,13,4,25
13772,9,9,1,8
13779,9,9,1,16
1378,11,11,1,2
13780,9,9,1,4
13785,9,9,1,11
13787,28,18,7,129
13790,19,16,3,46
13791,9,9,1,13
13795,9,9,1,13
13799,12,11,2,9
1380,11,11,1,4
13802,9,9,1,9
13805,13,10,4,6
13811,9,9,1,8
13814,12,9,1,88
13815,9,9,1,3
13818,9,9,1,16
13820,12,11,3,3
13821,9,9,1,10
13823,9,9,1,4
13824,9,9,1,12
13826,9,9,1,4
13838,13,12,2,1
13840,9,9,1,11
13850,12,12,2,11
13854,11,11,1,15
13856,24,19,2,292
13859,9,9,1,18
1386,11,11,1,4
13861,15,12,2,3
13862,10,9,2,24
13863,9,9,1,5
13864,9,9,1,13
13866,9,9,1,10
13870,9,9,1,7
13873,9,9,1,8
13876,9,9,1,4
13877,9,9,1,5
13880,9,9,1,5
13883,23,14,5,431
13885,10,10,1,4
13893,9,9,1,11
13897,9,9,1,15
1390,11,11,1,4
13907,13,10,2,3
13909,17,11,3,22
1391,11,11,1,3
13910,16,14,3,4
13914,9,9,1,64
13916,10,10,1,8
13918,9,9,1,3
13919,9,9,1,23
13921,9,9,1,8
13922,10,10,2,2
13923,10,10,1,3
1393,11,11,1,3
13932,17,13,5,85
13940,12,11,1,188
13941,9,9,1,7
13942,9,9,1,11
1395,14,13,1,4
13952,15,11,2,0
13953,9,9,1,11
13954,10,10,2,3
13955,11,11,2,10
13958,9,9,1,15
13962,9,9,1,10
13963,9,9,1,4
13964,9,9,1,8
13967,31,20,3,532
13968,10,10,1,4
13969,18,13,4,1
13970,24,14,3,478
13971,12,11,3,10
13973,9,9,1,4
13975,9,9,1,3
13979,9,9,1,10
13985,9,9,1,13
13988,9,9,1,3
13990,11,11,1,111
13993,12,10,2,10
13996,9,9,1,14
13999,8,8,1,13
14003,17,16,2,4
14005,9,9,1,6
14006,10,9,2,3
14008,13,10,3,3
14009,10,9,1,44
14012,9,9,1,5
14014,10,10,2,7
14025,17,10,1,4
14027,9,9,1,11
1403,11,11,1,3
14031,9,9,1,8
14032,19,12,4,1
14033,9,9,1,7
14038,10,10,1,3
14039,13,13,3,6
14042,9,9,1,13
14047,9,9,1,12
1405,12,11,2,0
14061,17,13,1,3
14066,10,10,2,2
14068,9,9,1,12
14070,9,9,1,14
14071,10,10,2,0
14073,10,10,1,4
14078,18,9,1,10
14082,13,13,1,8
14084,22,14,4,12
14087,9,9,1,26
14090,11,10,2,7
14094,9,9,1,4
14096,15,14,2,2
14098,9,9,1,27
14099,9,9,1,7
14100,8,7,1,3
14101,9,9,1,6
14106,9,9,1,9
14108,11,11,2,2
14112,9,9,1,7
14115,9,9,1,6
14119,9,9,1,14
1412,19,13,4,6
14120,10,10,2,3
14125,10,10,1,3
14128,18,12,3,2
1413,14,14,2,4
14133,10,10,2,3
14139,12,11,2,12
14140,12,10,2,2
14142,10,10,1,14
14147,16,12,3,85
14149,9,9,1,14
14151,19,12,2,2
14154,11,10,1,8
14163,9,9,1,12
14169,9,9,1,14
1417,12,11,1,28
14172,10,10,2,5
14176,9,9,1,3
14178,20,13,2,11
14179,9,9,1,4
14186,12,11,3,7
1419,11,11,1,8
14191,9,9,1,4
14193,10,10,2,2
14195,14,10,3,5
14196,10,10,2,6
14197,9,9,1,3
14198,9,9,1,4
14199,9,9,1,2
1420,31,14,6,43
14203,9,9,1,6
14207,9,9,1,12
14208,9,9,1,6
14209,10,9,1,21
1421,14,11,2,9
14211,12,10,2,4
14213,13,13,3,3
14214,8,8,1,8
14215,12,10,2,8
14216,19,10,1,9
14218,9,9,1,14
1422,12,11,2,0
14220,16,13,3,16
14226,16,12,3,0
1423,12,11,2,5
14230,15,15,2,4
14231,9,9,1,6
14233,9,9,1,8
14235,6,6,1,20
14241,13,12,2,0
14242,9,9,1,10
14243,9,9,1,8
14244,9,9,1,6
14248,11,11,1,9
14251,9,9,1,9
14256,12,11,2,171
14263,9,9,1,5
14265,10,10,2,10
14266,9,9,1,16
14270,9,9,1,2
14273,11,11,1,90
14277,9,9,1,31
14279,11,10,2,0
1428,11,11,1,11
14280,9,9,1,2
14282,11,10,1,4
14286,10,10,2,8
1429,12,11,2,4
14290,9,9,1,1
14297,11,11,1,104
14298,11,10,1,2
143,17,13,3,4
14300,11,11,1,9
14303,19,10,1,13
14306,11,11,2,18
14309,9,9,1,36
14312,24,13,5,18
14314,11,11,2,8
14318,9,9,1,9
1432,13,12,2,4
14322,9,9,1,6
14327,9,9,1,9
14328,9,9,1,3
1433,12,12,2,1
14333,9,9,1,5
14334,9,9,1,8
14339,20,13,4,1
14340,9,9,1,5
14341,9,9,1,10
14342,17,16,2,2
14344,9,9,1,4
14354,16,13,3,0
14355,9,9,1,10
14357,9,9,1,5
14358,16,12,2,8
14359,9,9,1,12
14361,11,11,2,5
14362,9,9,1,7
1437,13,12,2,2
14373,9,9,1,6
14376,9,9,1,5
14377,9,9,1,2
14379,9,9,1,7
14380,7,5,1,2
14388,12,11,1,31
14389,17,15,2,333
14390,14,12,2,11
14395,11,10,1,2
14399,12,11,1,213
144,11,11,1,6
1440,50,15,3,6
14403,10,10,1,10
14406,9,9,1,5
14411,9,9,1,3
14414,86,12,3,7
14415,9,9,1,10
14416,10,10,1,10
14419,9,9,1,5
1442,11,11,1,3
14423,13,12,3,203
14427,9,9,1,10
1443,11,11,1,7
14430,39,16,5,52
14432,9,9,1,10
14433,9,9,1,5
14439,22,14,4,80
1444,16,11,3,34
14445,17,13,3,1
14446,9,9,1,2
14447,11,10,2,7
14450,13,11,2,1
14459,9,9,1,6
14467,9,9,1,9
1447,11,11,1,6
14475,11,10,2,12
1448,11,11,1,4
14481,10,10,1,8
14482,10,10,1,6
14485,11,11,1,16
14489,10,10,1,9
1449,16,15,2,5
14499,8,8,1,7
14501,9,9,1,5
14505,9,9,1,12
14506,9,9,1,10
14512,13,11,2,2
14517,9,9,1,2
14518,9,9,1,1
14522,9,9,1,26
14524,14,14,2,2
14526,9,9,1,9
14527,10,10,1,4
14528,9,9,1,4
14531,9,9,1,27
14534,10,10,1,6
14537,11,10,2,38
1454,14,14,2,4
14543,8,6,1,3
14548,13,13,2,5
14549,15,11,2,8
14550,9,9,1,1
14554,11,8,1,9
14559,9,9,1,9
14561,14,12,2,10
14564,9,8,1,246
14580,9,9,1,5
14583,9,9,1,5
14584,9,9,1,5
14589,10,10,2,4
14594,15,14,2,18
14595,9,9,1,6
14599,10,10,1,2
146,23,12,2,4
14609,13,10,2,7
14612,11,10,2,9
14623,12,10,3,9
14624,9,9,1,9
14626,9,9,1,4
14627,9,9,1,6
1463,12,11,2,7
14631,8,8,1,12
14632,10,10,2,5
14636,9,9,1,5
14641,8,6,1,5
14643,9,9,1,15
14645,11,11,1,84
14650,9,9,1,7
14652,9,9,1,7
14655,19,13,2,8
14656,9,9,1,7
1466,11,11,1,3
14668,8,8,1,5
1467,15,13,2,0
14674,9,9,1,6
14675,13,12,4,4
14677,10,10,2,6
14685,9,9,1,7
14689,10,10,1,4
14691,15,13,1,6
14694,10,10,1,8
14696,9,9,1,7
14699,9,9,1,6
147,14,13,2,0
14701,9,9,1,6
14702,8,8,1,4
14706,9,9,1,4
1471,16,13,3,7
14711,9,9,1,9
14718,11,10,3,36
14719,9,9,1,8
1472,13,13,2,8
14726,11,10,3,66
14729,9,9,1,4
14730,9,9,1,6
14732,18,12,2,40
14734,26,12,5,7
14735,9,9,1,5
14736,9,9,1,3
1474,18,15,2,7
14740,9,9,1,18
14744,9,9,1,3
14747,9,9,1,19
14749,9,9,1,3
1475,11,11,1,6
14753,6,6,1,3
14754,16,16,2,4
1476,13,12,2,3
14764,10,10,1,1
14765,10,9,2,38
14769,13,10,2,2
14775,18,9,1,8
14778,19,12,2,4
14779,9,9,1,10
14783,9,9,1,4
14784,9,9,1,4
14786,9,9,1,4
1479,12,11,2,7
14790,20,16,1,5
14795,13,13,2,2
14797,9,9,1,3
14801,9,9,1,9
1481,11,11,1,6
14813,16,12,3,0
14815,26,13,4,35
14816,9,9,1,8
14819,9,9,1,9
1482,22,15,3,6
14820,10,10,2,3
14827,9,9,1,16
14828,11,10,2,3
14830,14,13,3,5
14831,9,9,1,20
14837,9,9,1,4
1484,27,15,5,4
14841,9,9,1,4
14842,18,12,3,4
14845,10,10,2,1
14847,12,12,2,2
14849,15,11,3,194
1485,12,12,1,6
14850,13,13,3,0
14858,10,10,1,6
14860,12,11,1,4
14863,9,9,1,8
14865,10,7,1,5
14867,10,10,1,9
1487,17,9,2,17
14870,9,9,1,27
14871,9,9,1,8
14873,8,7,3,26
14879,10,10,2,3
14885,11,11,2,1
14886,9,9,1,4
14888,10,10,1,5
14889,9,9,1,8
14891,11,10,2,10
14892,13,13,2,4
14899,12,12,2,6
149,21,13,3,7
1490,13,11,3,1
14902,9,9,1,6
14906,9,9,1,11
14909,18,9,1,10
14913,9,9,1,7
14914,12,11,2,6
1492,11,11,1,9
14920,17,12,3,4
14921,21,13,5,32
14922,11,10,2,6
14925,12,11,1,8
14927,12,10,3,1
14933,9,9,1,10
14938,12,10,1,10
14941,9,9,1,4
14943,9,9,1,2
14945,15,11,3,7
14946,21,16,2,6
14947,11,10,1,7
14948,18,14,3,2
14954,23,16,3,6
14961,10,10,1,4
14964,9,9,1,9
14970,19,10,1,4
14972,10,10,1,4
14978,9,9,1,4
14983,10,10,1,2
14991,15,12,1,22
14992,13,12,2,6
14995,14,11,1,4
14998,10,10,2,4
1500,15,13,3,8
15000,9,9,1,33
15002,13,9,2,1
15003,9,9,1,9
15004,12,10,2,6
15005,12,11,1,8
15007,9,9,1,4
15008,10,10,2,0
15009,12,11,2,2
15014,9,9,1,7
15015,9,9,1,8
15017,9,9,1,4
15019,10,10,1,3
15023,9,9,1,3
15025,10,10,2,4
15026,9,9,1,12
15027,9,9,1,7
15029,13,11,2,2
15030,11,11,2,4
15038,12,11,2,6
15039,11,10,1,5
15042,11,9,1,5
15043,36,25,5,366
15051,9,9,1,3
15052,16,13,1,6
15055,14,11,2,1
15058,12,12,1,3
1506,14,11,2,0
15063,9,7,2,4
15064,9,9,1,9
15066,8,8,1,9
15068,9,9,1,18
15072,9,9,1,5
15074,22,16,3,2
15077,9,9,1,5
1508,58,12,2,10
15081,15,10,4,7
15082,11,10,1,4
15083,9,9,1,5
15087,9,9,1,4
15088,12,12,2,20
15089,10,10,1,5
15090,15,12,2,10
15092,9,9,1,5
15094,10,10,1,7
15095,9,9,1,7
15096,9,9,1,6
15097,9,9,1,6
15098,11,11,1,4
15100,18,9,1,7
15101,12,12,2,8
15102,11,10,1,7
15104,10,10,1,4
15105,9,9,1,5
15107,22,16,2,107
15108,9,9,1,6
1511,11,11,1,10
15111,9,9,1,7
15114,12,10,3,0
15118,9,9,1,10
15120,11,10,1,10
15121,11,10,2,8
15123,9,9,1,5
15128,12,10,2,9
15130,10,10,2,4
15131,10,10,1,22
15134,13,10,1,3
15135,10,10,1,4
15142,10,10,1,5
15144,14,10,3,6
15155,10,10,1,4
15158,9,9,1,5
15159,13,10,3,6
15164,11,10,1,39
15166,10,10,2,5
15167,9,9,1,7
1517,15,14,2,15
15171,16,11,3,2
15173,10,10,1,6
15175,11,11,1,4
15179,12,10,1,4
1518,16,13,2,23
15183,24,10,1,3
15186,9,9,1,3
15187,9,9,1,5
1519,18,13,2,12
15191,9,9,1,6
15193,9,9,1,3
15195,9,9,1,3
152,11,11,1,7
1520,13,11,3,0
15204,9,9,1,5
15208,10,10,2,3
15210,10,10,1,9
15213,9,9,1,4
15218,9,9,1,4
15225,10,10,1,4
15226,11,10,2,6
15243,11,11,2,6
15249,9,9,1,8
1525,11,11,1,4
15252,9,9,1,8
15253,9,9,1,3
15255,15,13,3,3
15259,12,10,3,5
15265,10,10,2,4
1527,13,11,1,27
15277,9,9,1,6
15279,9,9,1,9
15281,10,10,2,5
15282,9,9,1,4
15297,9,9,1,5
15299,11,10,2,2
1530,23,12,2,6
15307,10,10,2,7
15310,9,9,1,7
15311,14,11,4,4
15315,9,9,1,8
15317,6,6,1,2
15319,13,10,2,8
15322,14,10,4,1
15327,9,9,1,5
15329,9,9,1,4
1533,89,12,2,0
15336,9,9,1,7
1534,16,13,3,2
15344,9,9,1,8
15346,9,9,1,6
1535,15,13,2,5
15352,8,8,1,8
15360,9,9,1,4
15371,27,10,4,1
15373,9,9,1,3
15378,9,9,1,3
1538,66,13,2,5
15386,11,10,1,3
15387,14,13,3,97
1539,22,15,4,11
15390,9,9,1,7
15391,12,11,2,0
15393,16,15,1,334
15395,17,14,2,7
15396,9,9,1,8
15401,13,12,3,0
15402,10,10,2,3
15408,9,9,1,7
1542,15,11,3,6
15420,12,11,3,3
15422,12,10,3,35
15432,18,13,4,0
15433,14,13,3,3
15437,18,9,1,3
1544,17,14,3,155
15441,9,9,1,3
15445,9,9,1,8
15451,10,10,2,8
15452,17,15,2,45
15455,10,10,2,2
15456,11,10,2,7
1546,11,11,1,8
15462,11,10,3,7
15464,9,9,1,20
15471,9,9,1,5
15472,9,9,1,6
15487,9,9,1,24
15494,24,13,5,76
15495,26,14,3,462
15496,11,11,1,6
15497,12,11,2,7
1550,14,13,1,6
15502,13,12,2,2
15505,9,9,1,7
15507,9,9,1,7
15508,9,9,1,29
15509,9,9,1,21
1551,17,12,2,7
15510,12,11,2,3
15526,10,10,2,2
15531,10,10,2,6
15535,9,9,1,12
15536,10,10,1,3
15539,13,13,1,86
15541,12,10,2,7
15547,18,16,2,24
15549,14,10,2,6
1555,24,16,3,5
15563,10,10,1,3
15567,9,9,1,5
15568,9,9,1,4
15572,9,9,1,7
15575,8,8,1,12
1558,11,11,1,2
15580,11,10,2,2
15582,9,9,1,6
15583,12,10,1,7
15584,13,12,3,1
1559,18,15,3,41
15592,10,10,2,5
15593,11,10,2,3
15599,10,10,2,7
156,15,12,2,0
15606,9,9,1,6
15608,11,11,2,7
15610,14,11,3,20
15615,9,9,2,2
15616,14,11,3,7
15617,9,9,1,5
1562,29,22,3,2
15631,9,9,1,6
15644,11,10,2,7
15646,22,16,2,4
15647,10,10,2,2
15656,9,9,1,5
15672,11,10,3,5
15677,13,11,4,7
1568,13,12,3,1
15684,9,9,1,6
15685,9,9,1,6
15687,10,10,1,6
15689,9,9,1,5
1569,15,11,2,6
15693,10,9,1,4
15694,9,9,1,6
157,15,15,2,2
1570,18,14,3,0
15704,10,10,1,4
1571,36,18,4,2
15710,10,10,1,4
15720,9,9,1,5
15723,10,10,1,4
15731,9,9,1,6
15732,12,10,3,65
15733,9,9,1,5
15737,9,9,1,4
1574,11,11,1,8
15746,9,9,1,6
15748,13,12,2,22
15756,9,9,1,3
15757,11,10,3,4
15763,16,13,2,3
15767,9,9,1,5
15771,21,12,2,2
15775,16,11,3,5
15776,11,10,1,3
15778,9,9,1,4
15781,24,20,2,1
15786,22,17,2,304
15789,10,10,2,6
15791,18,9,1,6
15793,11,10,1,4
15794,10,10,2,3
1580,12,11,2,9
15800,10,10,2,3
15805,11,10,2,41
15815,10,10,1,9
15816,31,13,6,148
15817,9,9,1,5
15820,9,9,1,4
15821,11,11,1,1
15822,12,12,2,3
15823,9,9,1,6
15827,11,11,2,10
15829,6,6,2,3
15831,30,14,4,79
15832,11,11,2,5
15834,12,10,1,5
15845,23,16,4,8
15847,9,9,1,4
15849,9,9,1,6
15853,9,9,1,23
15861,9,9,1,8
1587,11,11,1,6
15879,18,13,2,2
1588,14,11,3,41
15881,9,9,1,84
15882,9,9,1,6
15883,14,12,2,18
15890,9,9,1,6
15891,9,9,1,9
15901,9,9,1,19
15904,11,11,1,17
15906,9,9,1,3
15907,14,10,2,5
15908,9,9,1,5
15913,16,11,2,3
15915,10,10,2,3
15919,9,9,1,3
15923,11,10,3,12
15924,8,8,1,3
15925,9,9,1,5
15932,9,9,1,6
15938,11,10,2,6
15943,9,9,1,8
15944,9,9,1,2
15945,17,13,2,2
15946,12,11,2,5
15948,9,9,1,2
15956,9,9,1,5
15959,11,11,1,3
15962,11,10,2,1
15963,10,10,2,0
15965,16,13,4,26
15966,12,12,2,116
1597,13,11,2,9
15974,9,9,1,10
15975,9,9,1,7
15977,10,10,1,5
15978,12,10,3,8
1598,20,11,4,72
15983,9,9,1,2
15984,9,9,1,6
15986,9,9,1,4
15989,14,12,2,3
1599,29,22,6,1
15993,9,9,1,14
15996,19,13,2,38
15999,11,10,2,2
16,13,11,2,0
160,11,11,1,5
16000,19,10,1,6
16003,8,7,2,0
16004,14,10,3,3
16005,9,9,1,5
16007,9,9,1,5
16008,15,10,4,10
16009,11,10,2,23
16010,12,12,1,5
16011,11,10,1,6
16014,9,9,1,4
16022,18,15,2,27
16025,15,14,2,39
16027,12,10,2,67
16029,9,9,1,5
1603,19,15,2,187
16030,9,9,1,3
16032,8,5,1,573
16036,11,10,1,9
16043,6,6,1,4
16047,9,9,1,5
16050,9,9,1,5
16053,11,10,1,3
16056,11,10,1,5
16058,9,9,1,2
1606,23,11,2,6
16061,9,9,1,3
16063,10,9,3,4
16065,12,11,1,170
16067,15,10,1,24
16068,13,12,2,1
16074,9,9,1,4
16076,16,14,2,19
16079,9,9,1,14
16082,11,10,2,7
16085,12,10,3,0
16086,16,13,3,1
16087,15,11,3,0
16088,9,9,1,7
16091,17,13,2,93
16092,10,10,2,2
161,12,11,2,4
16104,12,10,2,6
16105,11,10,2,3
16109,25,16,3,15
16110,11,11,1,8
16112,9,9,1,4
16113,17,13,4,1
16115,24,10,7,4
16117,9,9,1,27
1612,11,11,1,8
16122,17,12,3,3
16127,10,9,1,4
1613,11,11,1,5
16133,12,10,1,1
16136,9,9,1,4
16140,11,10,2,6
16141,9,9,1,8
16142,9,9,1,4
16143,9,9,1,14
16145,14,11,3,16
16148,6,4,1,7
16151,10,10,1,4
16152,9,9,1,6
16154,14,12,1,4
16156,9,9,1,7
16158,25,19,3,9
16162,13,10,4,0
16166,9,9,1,5
16167,14,11,2,5
16169,13,8,1,3
1617,22,13,5,6
16170,10,10,1,6
16175,9,9,1,4
16177,20,15,3,3
16182,9,9,1,12
16184,9,9,1,41
16185,9,9,1,3
1619,13,11,2,0
16190,9,9,1,12
16193,10,10,2,13
16194,19,10,1,4
16196,14,11,2,11
16202,14,13,1,89
16206,11,10,2,4
16207,17,12,2,1
16215,9,9,1,3
16217,16,11,3,1
16221,18,9,1,5
16227,19,13,4,1
16233,12,10,2,3
16234,10,10,1,4
16235,11,10,2,1
16237,11,10,1,4
16238,9,9,1,6
16241,12,12,1,3
16243,9,9,1,7
16245,10,10,1,14
16253,12,10,2,1
16254,10,10,1,2
16256,13,11,1,14
1626,18,13,4,15
16263,9,9,1,76
16264,18,15,1,290
16266,10,10,2,21
16278,10,10,2,42
16281,9,9,1,4
16282,14,13,2,2
16284,9,9,1,23
16287,10,10,2,3
16288,16,13,1,35
1629,14,12,3,9
16294,19,14,3,1
16295,9,9,1,4
16305,9,9,1,5
16307,9,9,1,78
16311,12,11,3,2
16312,10,10,1,1
16313,11,10,2,1
16315,10,10,2,8
16318,9,9,1,5
16320,9,9,1,4
16321,19,15,2,4
16325,9,9,1,3
16326,9,9,1,73
16331,6,4,1,2
16333,14,11,2,157
16335,10,10,2,2
1634,13,8,3,5
16344,9,9,1,6
16348,13,12,3,42
16352,10,10,1,14
16353,9,9,1,3
16354,13,11,1,2
16364,10,10,1,7
16375,9,9,1,7
16376,13,13,1,3
16377,11,10,1,1
16379,12,10,2,4
1638,20,13,6,6
16380,16,8,5,2
16384,9,9,1,13
1639,14,14,1,5
16391,9,9,1,6
16394,9,9,1,12
1640,29,15,3,6
16403,11,10,1,5
16408,13,12,2,3
16410,13,10,2,3
16411,22,14,3,13
16420,10,9,2,9
16426,9,9,1,5
16430,11,10,2,7
16434,9,9,1,6
16436,9,9,1,4
16440,11,10,2,2
16445,17,10,3,9
16448,9,9,1,3
16450,9,9,1,5
16454,9,9,1,3
16458,11,11,2,3
16461,9,9,1,5
16476,9,9,1,23
16477,9,9,1,2
16480,17,14,4,28
16481,9,9,1,6
16482,17,12,1,6
16484,11,10,2,6
16488,9,9,1,7
16489,9,9,1,10
16490,10,10,2,5
16493,9,9,1,3
16495,13,11,3,6
165,17,13,2,0
16504,12,11,2,5
16505,8,8,1,6
16506,10,10,1,4
16509,16,13,2,10
16512,9,9,1,4
16517,11,10,1,2
1652,7,6,3,11
16522,8,8,1,6
16527,10,10,1,4
16528,11,10,3,2
1653,15,12,4,0
16531,9,9,1,13
16534,13,13,2,4
16536,10,9,1,40
16540,11,10,2,13
16542,9,9,2,25
16544,9,9,1,5
16545,13,10,3,4
16546,11,11,2,35
1655,15,11,4,1
16550,10,10,1,2
16552,9,9,1,4
16553,9,9,1,4
16554,10,10,1,10
16559,14,13,3,41
16561,10,10,1,6
16568,20,15,3,249
16569,12,12,2,2
16577,9,9,1,2
16581,18,17,2,1
16584,10,10,1,3
16585,9,9,1,11
16587,25,15,3,305
16594,8,7,2,0
16599,9,9,1,5
16605,11,11,1,3
16611,9,9,1,3
16618,11,10,2,36
16621,21,13,3,43
16622,12,10,2,1
16623,8,8,1,13
16624,12,10,2,9
16630,9,9,1,11
16637,9,9,1,5
16645,9,9,1,13
16646,9,9,1,10
16651,18,15,3,11
16655,35,14,4,143
16656,9,9,1,11
16657,13,11,3,2
16658,11,10,2,3
1666,15,13,3,5
16662,9,9,1,9
16664,18,14,2,10
16667,14,12,2,4
16668,11,10,2,3
16669,17,14,4,126
16673,9,9,1,10
16683,9,9,1,3
16685,9,9,1,3
16687,9,9,1,4
16689,8,8,1,3
16692,17,10,1,10
16696,9,9,1,3
167,13,11,4,34
16702,11,10,2,76
16703,9,9,1,5
16706,17,10,6,21
16707,9,9,1,12
16708,9,9,1,12
16712,11,11,2,12
16714,19,14,2,3
16716,11,10,2,3
16719,11,10,1,5
1672,11,11,2,10
16721,13,12,2,3
16722,2,2,1,1
16723,13,11,2,28
16728,10,10,2,10
1673,6,6,1,5
16733,9,9,1,3
16735,19,16,3,30
16736,20,10,5,0
16737,12,11,2,4
16739,9,9,1,11
16740,11,11,2,11
16749,9,9,1,11
1675,13,11,3,1
16751,11,10,2,9
16752,13,12,2,3
16753,10,10,2,9
16755,9,9,1,11
16759,6,4,2,36
16761,10,10,1,4
16762,9,9,1,9
16763,18,12,4,5
16764,9,9,1,9
1677,13,11,2,0
16770,13,11,1,136
16773,9,9,1,12
16782,9,9,1,4
16786,10,10,2,10
16790,10,10,2,3
16791,13,12,3,0
16796,10,10,2,3
1680,12,11,2,5
16800,9,9,1,9
16803,15,11,2,3
16805,13,13,2,3
16808,9,9,1,9
16813,9,9,1,3
1682,14,12,2,8
16820,9,9,1,9
16822,9,9,1,14
16824,11,11,1,4
16825,10,10,1,2
16827,9,9,1,8
16828,10,10,2,0
1683,11,11,1,29
16834,10,10,2,4
16835,11,11,2,1
16838,15,14,2,14
16840,11,11,2,6
16841,9,9,1,3
16842,9,9,1,3
16843,11,10,2,1
16845,18,14,3,51
16847,10,10,3,3
16849,13,12,2,0
1685,12,11,2,58
16850,12,11,2,13
16851,11,10,3,24
16856,13,10,1,4
16864,9,9,1,10
16868,15,11,4,13
16872,18,15,2,86
16873,27,17,2,282
16877,9,9,1,2
1688,35,21,6,5
16885,11,10,2,1
16886,10,9,2,1
16889,13,11,3,12
16891,10,10,2,2
16892,9,9,1,3
16895,11,11,1,10
16896,10,10,1,11
16902,12,12,2,1
16904,14,12,3,8
16905,9,9,1,3
16907,16,13,2,505
16908,18,10,2,1
16909,10,10,1,4
16910,10,10,2,3
16911,12,11,3,23
16912,12,10,3,17
16913,16,11,3,5
16915,25,18,4,15
16916,13,10,3,13
16917,14,13,4,19
16918,11,10,2,24
16920,9,9,1,14
16921,9,9,1,2
16922,10,10,1,2
16923,9,9,1,4
16925,10,10,2,25
16926,16,13,2,15
1693,11,11,1,5
16933,12,12,1,2
16936,10,9,2,3
16938,9,9,1,30
16940,10,10,2,24
16941,38,23,3,565
16943,9,9,1,98
16944,9,9,1,10
16947,11,10,2,13
16948,9,9,1,3
16949,9,9,1,11
1695,11,11,1,12
16954,10,10,1,11
16955,11,10,2,4
16957,12,10,2,0
16958,12,10,2,146
16959,13,10,3,1
1696,15,12,3,0
16960,12,12,1,9
